date_key,full_date,year,quarter,month,month_name,week_of_year,day_of_month,day_of_week,day_name,is_weekend,is_month_end,is_quarter_end,is_year_end
2021-11-27,2021-11-27,2021,4,11,November,47,27,6,Saturday,True,False,False,False
2021-11-28,2021-11-28,2021,4,11,November,47,28,7,Sunday,True,False,False,False
2021-11-29,2021-11-29,2021,4,11,November,48,29,1,Monday,False,False,False,False
2021-11-30,2021-11-30,2021,4,11,November,48,30,2,Tuesday,False,True,False,False
2021-12-01,2021-12-01,2021,4,12,December,48,1,3,Wednesday,False,False,False,False
2021-12-02,2021-12-02,2021,4,12,December,48,2,4,Thursday,False,False,False,False
2021-12-03,2021-12-03,2021,4,12,December,48,3,5,Friday,False,False,False,False
2021-12-04,2021-12-04,2021,4,12,December,48,4,6,Saturday,True,False,False,False
2021-12-05,2021-12-05,2021,4,12,December,48,5,7,Sunday,True,False,False,False
2021-12-06,2021-12-06,2021,4,12,December,49,6,1,Monday,False,False,False,False
2021-12-07,2021-12-07,2021,4,12,December,49,7,2,Tuesday,False,False,False,False
2021-12-08,2021-12-08,2021,4,12,December,49,8,3,Wednesday,False,False,False,False
2021-12-09,2021-12-09,2021,4,12,December,49,9,4,Thursday,False,False,False,False
2021-12-10,2021-12-10,2021,4,12,December,49,10,5,Friday,False,False,False,False
2021-12-11,2021-12-11,2021,4,12,December,49,11,6,Saturday,True,False,False,False
2021-12-12,2021-12-12,2021,4,12,December,49,12,7,Sunday,True,False,False,False
2021-12-13,2021-12-13,2021,4,12,December,50,13,1,Monday,False,False,False,False
2021-12-14,2021-12-14,2021,4,12,December,50,14,2,Tuesday,False,False,False,False
2021-12-15,2021-12-15,2021,4,12,December,50,15,3,Wednesday,False,False,False,False
2021-12-16,2021-12-16,2021,4,12,December,50,16,4,Thursday,False,False,False,False
2021-12-17,2021-12-17,2021,4,12,December,50,17,5,Friday,False,False,False,False
2021-12-18,2021-12-18,2021,4,12,December,50,18,6,Saturday,True,False,False,False
2021-12-19,2021-12-19,2021,4,12,December,50,19,7,Sunday,True,False,False,False
2021-12-20,2021-12-20,2021,4,12,December,51,20,1,Monday,False,False,False,False
2021-12-21,2021-12-21,2021,4,12,December,51,21,2,Tuesday,False,False,False,False
2021-12-22,2021-12-22,2021,4,12,December,51,22,3,Wednesday,False,False,False,False
2021-12-23,2021-12-23,2021,4,12,December,51,23,4,Thursday,False,False,False,False
2021-12-24,2021-12-24,2021,4,12,December,51,24,5,Friday,False,False,False,False
2021-12-25,2021-12-25,2021,4,12,December,51,25,6,Saturday,True,False,False,False
2021-12-26,2021-12-26,2021,4,12,December,51,26,7,Sunday,True,False,False,False
2021-12-27,2021-12-27,2021,4,12,December,52,27,1,Monday,False,False,False,False
2021-12-28,2021-12-28,2021,4,12,December,52,28,2,Tuesday,False,False,False,False
2021-12-29,2021-12-29,2021,4,12,December,52,29,3,Wednesday,False,False,False,False
2021-12-30,2021-12-30,2021,4,12,December,52,30,4,Thursday,False,False,False,False
2021-12-31,2021-12-31,2021,4,12,December,52,31,5,Friday,False,True,True,True
2022-01-01,2022-01-01,2022,1,1,January,52,1,6,Saturday,True,False,False,False
2022-01-02,2022-01-02,2022,1,1,January,52,2,7,Sunday,True,False,False,False
2022-01-03,2022-01-03,2022,1,1,January,1,3,1,Monday,False,False,False,False
2022-01-04,2022-01-04,2022,1,1,January,1,4,2,Tuesday,False,False,False,False
2022-01-05,2022-01-05,2022,1,1,January,1,5,3,Wednesday,False,False,False,False
2022-01-06,2022-01-06,2022,1,1,January,1,6,4,Thursday,False,False,False,False
2022-01-07,2022-01-07,2022,1,1,January,1,7,5,Friday,False,False,False,False
2022-01-08,2022-01-08,2022,1,1,January,1,8,6,Saturday,True,False,False,False
2022-01-09,2022-01-09,2022,1,1,January,1,9,7,Sunday,True,False,False,False
2022-01-10,2022-01-10,2022,1,1,January,2,10,1,Monday,False,False,False,False
2022-01-11,2022-01-11,2022,1,1,January,2,11,2,Tuesday,False,False,False,False
2022-01-12,2022-01-12,2022,1,1,January,2,12,3,Wednesday,False,False,False,False
2022-01-13,2022-01-13,2022,1,1,January,2,13,4,Thursday,False,False,False,False
2022-01-14,2022-01-14,2022,1,1,January,2,14,5,Friday,False,False,False,False
2022-01-15,2022-01-15,2022,1,1,January,2,15,6,Saturday,True,False,False,False
2022-01-16,2022-01-16,2022,1,1,January,2,16,7,Sunday,True,False,False,False
2022-01-17,2022-01-17,2022,1,1,January,3,17,1,Monday,False,False,False,False
2022-01-18,2022-01-18,2022,1,1,January,3,18,2,Tuesday,False,False,False,False
2022-01-19,2022-01-19,2022,1,1,January,3,19,3,Wednesday,False,False,False,False
2022-01-20,2022-01-20,2022,1,1,January,3,20,4,Thursday,False,False,False,False
2022-01-21,2022-01-21,2022,1,1,January,3,21,5,Friday,False,False,False,False
2022-01-22,2022-01-22,2022,1,1,January,3,22,6,Saturday,True,False,False,False
2022-01-23,2022-01-23,2022,1,1,January,3,23,7,Sunday,True,False,False,False
2022-01-24,2022-01-24,2022,1,1,January,4,24,1,Monday,False,False,False,False
2022-01-25,2022-01-25,2022,1,1,January,4,25,2,Tuesday,False,False,False,False
2022-01-26,2022-01-26,2022,1,1,January,4,26,3,Wednesday,False,False,False,False
2022-01-27,2022-01-27,2022,1,1,January,4,27,4,Thursday,False,False,False,False
2022-01-28,2022-01-28,2022,1,1,January,4,28,5,Friday,False,False,False,False
2022-01-29,2022-01-29,2022,1,1,January,4,29,6,Saturday,True,False,False,False
2022-01-30,2022-01-30,2022,1,1,January,4,30,7,Sunday,True,False,False,False
2022-01-31,2022-01-31,2022,1,1,January,5,31,1,Monday,False,True,False,False
2022-02-01,2022-02-01,2022,1,2,February,5,1,2,Tuesday,False,False,False,False
2022-02-02,2022-02-02,2022,1,2,February,5,2,3,Wednesday,False,False,False,False
2022-02-03,2022-02-03,2022,1,2,February,5,3,4,Thursday,False,False,False,False
2022-02-04,2022-02-04,2022,1,2,February,5,4,5,Friday,False,False,False,False
2022-02-05,2022-02-05,2022,1,2,February,5,5,6,Saturday,True,False,False,False
2022-02-06,2022-02-06,2022,1,2,February,5,6,7,Sunday,True,False,False,False
2022-02-07,2022-02-07,2022,1,2,February,6,7,1,Monday,False,False,False,False
2022-02-08,2022-02-08,2022,1,2,February,6,8,2,Tuesday,False,False,False,False
2022-02-09,2022-02-09,2022,1,2,February,6,9,3,Wednesday,False,False,False,False
2022-02-10,2022-02-10,2022,1,2,February,6,10,4,Thursday,False,False,False,False
2022-02-11,2022-02-11,2022,1,2,February,6,11,5,Friday,False,False,False,False
2022-02-12,2022-02-12,2022,1,2,February,6,12,6,Saturday,True,False,False,False
2022-02-13,2022-02-13,2022,1,2,February,6,13,7,Sunday,True,False,False,False
2022-02-14,2022-02-14,2022,1,2,February,7,14,1,Monday,False,False,False,False
2022-02-15,2022-02-15,2022,1,2,February,7,15,2,Tuesday,False,False,False,False
2022-02-16,2022-02-16,2022,1,2,February,7,16,3,Wednesday,False,False,False,False
2022-02-17,2022-02-17,2022,1,2,February,7,17,4,Thursday,False,False,False,False
2022-02-18,2022-02-18,2022,1,2,February,7,18,5,Friday,False,False,False,False
2022-02-19,2022-02-19,2022,1,2,February,7,19,6,Saturday,True,False,False,False
2022-02-20,2022-02-20,2022,1,2,February,7,20,7,Sunday,True,False,False,False
2022-02-21,2022-02-21,2022,1,2,February,8,21,1,Monday,False,False,False,False
2022-02-22,2022-02-22,2022,1,2,February,8,22,2,Tuesday,False,False,False,False
2022-02-23,2022-02-23,2022,1,2,February,8,23,3,Wednesday,False,False,False,False
2022-02-24,2022-02-24,2022,1,2,February,8,24,4,Thursday,False,False,False,False
2022-02-25,2022-02-25,2022,1,2,February,8,25,5,Friday,False,False,False,False
2022-02-26,2022-02-26,2022,1,2,February,8,26,6,Saturday,True,False,False,False
2022-02-27,2022-02-27,2022,1,2,February,8,27,7,Sunday,True,False,False,False
2022-02-28,2022-02-28,2022,1,2,February,9,28,1,Monday,False,True,False,False
2022-03-01,2022-03-01,2022,1,3,March,9,1,2,Tuesday,False,False,False,False
2022-03-02,2022-03-02,2022,1,3,March,9,2,3,Wednesday,False,False,False,False
2022-03-03,2022-03-03,2022,1,3,March,9,3,4,Thursday,False,False,False,False
2022-03-04,2022-03-04,2022,1,3,March,9,4,5,Friday,False,False,False,False
2022-03-05,2022-03-05,2022,1,3,March,9,5,6,Saturday,True,False,False,False
2022-03-06,2022-03-06,2022,1,3,March,9,6,7,Sunday,True,False,False,False
2022-03-07,2022-03-07,2022,1,3,March,10,7,1,Monday,False,False,False,False
2022-03-08,2022-03-08,2022,1,3,March,10,8,2,Tuesday,False,False,False,False
2022-03-09,2022-03-09,2022,1,3,March,10,9,3,Wednesday,False,False,False,False
2022-03-10,2022-03-10,2022,1,3,March,10,10,4,Thursday,False,False,False,False
2022-03-11,2022-03-11,2022,1,3,March,10,11,5,Friday,False,False,False,False
2022-03-12,2022-03-12,2022,1,3,March,10,12,6,Saturday,True,False,False,False
2022-03-13,2022-03-13,2022,1,3,March,10,13,7,Sunday,True,False,False,False
2022-03-14,2022-03-14,2022,1,3,March,11,14,1,Monday,False,False,False,False
2022-03-15,2022-03-15,2022,1,3,March,11,15,2,Tuesday,False,False,False,False
2022-03-16,2022-03-16,2022,1,3,March,11,16,3,Wednesday,False,False,False,False
2022-03-17,2022-03-17,2022,1,3,March,11,17,4,Thursday,False,False,False,False
2022-03-18,2022-03-18,2022,1,3,March,11,18,5,Friday,False,False,False,False
2022-03-19,2022-03-19,2022,1,3,March,11,19,6,Saturday,True,False,False,False
2022-03-20,2022-03-20,2022,1,3,March,11,20,7,Sunday,True,False,False,False
2022-03-21,2022-03-21,2022,1,3,March,12,21,1,Monday,False,False,False,False
2022-03-22,2022-03-22,2022,1,3,March,12,22,2,Tuesday,False,False,False,False
2022-03-23,2022-03-23,2022,1,3,March,12,23,3,Wednesday,False,False,False,False
2022-03-24,2022-03-24,2022,1,3,March,12,24,4,Thursday,False,False,False,False
2022-03-25,2022-03-25,2022,1,3,March,12,25,5,Friday,False,False,False,False
2022-03-26,2022-03-26,2022,1,3,March,12,26,6,Saturday,True,False,False,False
2022-03-27,2022-03-27,2022,1,3,March,12,27,7,Sunday,True,False,False,False
2022-03-28,2022-03-28,2022,1,3,March,13,28,1,Monday,False,False,False,False
2022-03-29,2022-03-29,2022,1,3,March,13,29,2,Tuesday,False,False,False,False
2022-03-30,2022-03-30,2022,1,3,March,13,30,3,Wednesday,False,False,False,False
2022-03-31,2022-03-31,2022,1,3,March,13,31,4,Thursday,False,True,True,False
2022-04-01,2022-04-01,2022,2,4,April,13,1,5,Friday,False,False,False,False
2022-04-02,2022-04-02,2022,2,4,April,13,2,6,Saturday,True,False,False,False
2022-04-03,2022-04-03,2022,2,4,April,13,3,7,Sunday,True,False,False,False
2022-04-04,2022-04-04,2022,2,4,April,14,4,1,Monday,False,False,False,False
2022-04-05,2022-04-05,2022,2,4,April,14,5,2,Tuesday,False,False,False,False
2022-04-06,2022-04-06,2022,2,4,April,14,6,3,Wednesday,False,False,False,False
2022-04-07,2022-04-07,2022,2,4,April,14,7,4,Thursday,False,False,False,False
2022-04-08,2022-04-08,2022,2,4,April,14,8,5,Friday,False,False,False,False
2022-04-09,2022-04-09,2022,2,4,April,14,9,6,Saturday,True,False,False,False
2022-04-10,2022-04-10,2022,2,4,April,14,10,7,Sunday,True,False,False,False
2022-04-11,2022-04-11,2022,2,4,April,15,11,1,Monday,False,False,False,False
2022-04-12,2022-04-12,2022,2,4,April,15,12,2,Tuesday,False,False,False,False
2022-04-13,2022-04-13,2022,2,4,April,15,13,3,Wednesday,False,False,False,False
2022-04-14,2022-04-14,2022,2,4,April,15,14,4,Thursday,False,False,False,False
2022-04-15,2022-04-15,2022,2,4,April,15,15,5,Friday,False,False,False,False
2022-04-16,2022-04-16,2022,2,4,April,15,16,6,Saturday,True,False,False,False
2022-04-17,2022-04-17,2022,2,4,April,15,17,7,Sunday,True,False,False,False
2022-04-18,2022-04-18,2022,2,4,April,16,18,1,Monday,False,False,False,False
2022-04-19,2022-04-19,2022,2,4,April,16,19,2,Tuesday,False,False,False,False
2022-04-20,2022-04-20,2022,2,4,April,16,20,3,Wednesday,False,False,False,False
2022-04-21,2022-04-21,2022,2,4,April,16,21,4,Thursday,False,False,False,False
2022-04-22,2022-04-22,2022,2,4,April,16,22,5,Friday,False,False,False,False
2022-04-23,2022-04-23,2022,2,4,April,16,23,6,Saturday,True,False,False,False
2022-04-24,2022-04-24,2022,2,4,April,16,24,7,Sunday,True,False,False,False
2022-04-25,2022-04-25,2022,2,4,April,17,25,1,Monday,False,False,False,False
2022-04-26,2022-04-26,2022,2,4,April,17,26,2,Tuesday,False,False,False,False
2022-04-27,2022-04-27,2022,2,4,April,17,27,3,Wednesday,False,False,False,False
2022-04-28,2022-04-28,2022,2,4,April,17,28,4,Thursday,False,False,False,False
2022-04-29,2022-04-29,2022,2,4,April,17,29,5,Friday,False,False,False,False
2022-04-30,2022-04-30,2022,2,4,April,17,30,6,Saturday,True,True,False,False
2022-05-01,2022-05-01,2022,2,5,May,17,1,7,Sunday,True,False,False,False
2022-05-02,2022-05-02,2022,2,5,May,18,2,1,Monday,False,False,False,False
2022-05-03,2022-05-03,2022,2,5,May,18,3,2,Tuesday,False,False,False,False
2022-05-04,2022-05-04,2022,2,5,May,18,4,3,Wednesday,False,False,False,False
2022-05-05,2022-05-05,2022,2,5,May,18,5,4,Thursday,False,False,False,False
2022-05-06,2022-05-06,2022,2,5,May,18,6,5,Friday,False,False,False,False
2022-05-07,2022-05-07,2022,2,5,May,18,7,6,Saturday,True,False,False,False
2022-05-08,2022-05-08,2022,2,5,May,18,8,7,Sunday,True,False,False,False
2022-05-09,2022-05-09,2022,2,5,May,19,9,1,Monday,False,False,False,False
2022-05-10,2022-05-10,2022,2,5,May,19,10,2,Tuesday,False,False,False,False
2022-05-11,2022-05-11,2022,2,5,May,19,11,3,Wednesday,False,False,False,False
2022-05-12,2022-05-12,2022,2,5,May,19,12,4,Thursday,False,False,False,False
2022-05-13,2022-05-13,2022,2,5,May,19,13,5,Friday,False,False,False,False
2022-05-14,2022-05-14,2022,2,5,May,19,14,6,Saturday,True,False,False,False
2022-05-15,2022-05-15,2022,2,5,May,19,15,7,Sunday,True,False,False,False
2022-05-16,2022-05-16,2022,2,5,May,20,16,1,Monday,False,False,False,False
2022-05-17,2022-05-17,2022,2,5,May,20,17,2,Tuesday,False,False,False,False
2022-05-18,2022-05-18,2022,2,5,May,20,18,3,Wednesday,False,False,False,False
2022-05-19,2022-05-19,2022,2,5,May,20,19,4,Thursday,False,False,False,False
2022-05-20,2022-05-20,2022,2,5,May,20,20,5,Friday,False,False,False,False
2022-05-21,2022-05-21,2022,2,5,May,20,21,6,Saturday,True,False,False,False
2022-05-22,2022-05-22,2022,2,5,May,20,22,7,Sunday,True,False,False,False
2022-05-23,2022-05-23,2022,2,5,May,21,23,1,Monday,False,False,False,False
2022-05-24,2022-05-24,2022,2,5,May,21,24,2,Tuesday,False,False,False,False
2022-05-25,2022-05-25,2022,2,5,May,21,25,3,Wednesday,False,False,False,False
2022-05-26,2022-05-26,2022,2,5,May,21,26,4,Thursday,False,False,False,False
2022-05-27,2022-05-27,2022,2,5,May,21,27,5,Friday,False,False,False,False
2022-05-28,2022-05-28,2022,2,5,May,21,28,6,Saturday,True,False,False,False
2022-05-29,2022-05-29,2022,2,5,May,21,29,7,Sunday,True,False,False,False
2022-05-30,2022-05-30,2022,2,5,May,22,30,1,Monday,False,False,False,False
2022-05-31,2022-05-31,2022,2,5,May,22,31,2,Tuesday,False,True,False,False
2022-06-01,2022-06-01,2022,2,6,June,22,1,3,Wednesday,False,False,False,False
2022-06-02,2022-06-02,2022,2,6,June,22,2,4,Thursday,False,False,False,False
2022-06-03,2022-06-03,2022,2,6,June,22,3,5,Friday,False,False,False,False
2022-06-04,2022-06-04,2022,2,6,June,22,4,6,Saturday,True,False,False,False
2022-06-05,2022-06-05,2022,2,6,June,22,5,7,Sunday,True,False,False,False
2022-06-06,2022-06-06,2022,2,6,June,23,6,1,Monday,False,False,False,False
2022-06-07,2022-06-07,2022,2,6,June,23,7,2,Tuesday,False,False,False,False
2022-06-08,2022-06-08,2022,2,6,June,23,8,3,Wednesday,False,False,False,False
2022-06-09,2022-06-09,2022,2,6,June,23,9,4,Thursday,False,False,False,False
2022-06-10,2022-06-10,2022,2,6,June,23,10,5,Friday,False,False,False,False
2022-06-11,2022-06-11,2022,2,6,June,23,11,6,Saturday,True,False,False,False
2022-06-12,2022-06-12,2022,2,6,June,23,12,7,Sunday,True,False,False,False
2022-06-13,2022-06-13,2022,2,6,June,24,13,1,Monday,False,False,False,False
2022-06-14,2022-06-14,2022,2,6,June,24,14,2,Tuesday,False,False,False,False
2022-06-15,2022-06-15,2022,2,6,June,24,15,3,Wednesday,False,False,False,False
2022-06-16,2022-06-16,2022,2,6,June,24,16,4,Thursday,False,False,False,False
2022-06-17,2022-06-17,2022,2,6,June,24,17,5,Friday,False,False,False,False
2022-06-18,2022-06-18,2022,2,6,June,24,18,6,Saturday,True,False,False,False
2022-06-19,2022-06-19,2022,2,6,June,24,19,7,Sunday,True,False,False,False
2022-06-20,2022-06-20,2022,2,6,June,25,20,1,Monday,False,False,False,False
2022-06-21,2022-06-21,2022,2,6,June,25,21,2,Tuesday,False,False,False,False
2022-06-22,2022-06-22,2022,2,6,June,25,22,3,Wednesday,False,False,False,False
2022-06-23,2022-06-23,2022,2,6,June,25,23,4,Thursday,False,False,False,False
2022-06-24,2022-06-24,2022,2,6,June,25,24,5,Friday,False,False,False,False
2022-06-25,2022-06-25,2022,2,6,June,25,25,6,Saturday,True,False,False,False
2022-06-26,2022-06-26,2022,2,6,June,25,26,7,Sunday,True,False,False,False
2022-06-27,2022-06-27,2022,2,6,June,26,27,1,Monday,False,False,False,False
2022-06-28,2022-06-28,2022,2,6,June,26,28,2,Tuesday,False,False,False,False
2022-06-29,2022-06-29,2022,2,6,June,26,29,3,Wednesday,False,False,False,False
2022-06-30,2022-06-30,2022,2,6,June,26,30,4,Thursday,False,True,True,False
2022-07-01,2022-07-01,2022,3,7,July,26,1,5,Friday,False,False,False,False
2022-07-02,2022-07-02,2022,3,7,July,26,2,6,Saturday,True,False,False,False
2022-07-03,2022-07-03,2022,3,7,July,26,3,7,Sunday,True,False,False,False
2022-07-04,2022-07-04,2022,3,7,July,27,4,1,Monday,False,False,False,False
2022-07-05,2022-07-05,2022,3,7,July,27,5,2,Tuesday,False,False,False,False
2022-07-06,2022-07-06,2022,3,7,July,27,6,3,Wednesday,False,False,False,False
2022-07-07,2022-07-07,2022,3,7,July,27,7,4,Thursday,False,False,False,False
2022-07-08,2022-07-08,2022,3,7,July,27,8,5,Friday,False,False,False,False
2022-07-09,2022-07-09,2022,3,7,July,27,9,6,Saturday,True,False,False,False
2022-07-10,2022-07-10,2022,3,7,July,27,10,7,Sunday,True,False,False,False
2022-07-11,2022-07-11,2022,3,7,July,28,11,1,Monday,False,False,False,False
2022-07-12,2022-07-12,2022,3,7,July,28,12,2,Tuesday,False,False,False,False
2022-07-13,2022-07-13,2022,3,7,July,28,13,3,Wednesday,False,False,False,False
2022-07-14,2022-07-14,2022,3,7,July,28,14,4,Thursday,False,False,False,False
2022-07-15,2022-07-15,2022,3,7,July,28,15,5,Friday,False,False,False,False
2022-07-16,2022-07-16,2022,3,7,July,28,16,6,Saturday,True,False,False,False
2022-07-17,2022-07-17,2022,3,7,July,28,17,7,Sunday,True,False,False,False
2022-07-18,2022-07-18,2022,3,7,July,29,18,1,Monday,False,False,False,False
2022-07-19,2022-07-19,2022,3,7,July,29,19,2,Tuesday,False,False,False,False
2022-07-20,2022-07-20,2022,3,7,July,29,20,3,Wednesday,False,False,False,False
2022-07-21,2022-07-21,2022,3,7,July,29,21,4,Thursday,False,False,False,False
2022-07-22,2022-07-22,2022,3,7,July,29,22,5,Friday,False,False,False,False
2022-07-23,2022-07-23,2022,3,7,July,29,23,6,Saturday,True,False,False,False
2022-07-24,2022-07-24,2022,3,7,July,29,24,7,Sunday,True,False,False,False
2022-07-25,2022-07-25,2022,3,7,July,30,25,1,Monday,False,False,False,False
2022-07-26,2022-07-26,2022,3,7,July,30,26,2,Tuesday,False,False,False,False
2022-07-27,2022-07-27,2022,3,7,July,30,27,3,Wednesday,False,False,False,False
2022-07-28,2022-07-28,2022,3,7,July,30,28,4,Thursday,False,False,False,False
2022-07-29,2022-07-29,2022,3,7,July,30,29,5,Friday,False,False,False,False
2022-07-30,2022-07-30,2022,3,7,July,30,30,6,Saturday,True,False,False,False
2022-07-31,2022-07-31,2022,3,7,July,30,31,7,Sunday,True,True,False,False
2022-08-01,2022-08-01,2022,3,8,August,31,1,1,Monday,False,False,False,False
2022-08-02,2022-08-02,2022,3,8,August,31,2,2,Tuesday,False,False,False,False
2022-08-03,2022-08-03,2022,3,8,August,31,3,3,Wednesday,False,False,False,False
2022-08-04,2022-08-04,2022,3,8,August,31,4,4,Thursday,False,False,False,False
2022-08-05,2022-08-05,2022,3,8,August,31,5,5,Friday,False,False,False,False
2022-08-06,2022-08-06,2022,3,8,August,31,6,6,Saturday,True,False,False,False
2022-08-07,2022-08-07,2022,3,8,August,31,7,7,Sunday,True,False,False,False
2022-08-08,2022-08-08,2022,3,8,August,32,8,1,Monday,False,False,False,False
2022-08-09,2022-08-09,2022,3,8,August,32,9,2,Tuesday,False,False,False,False
2022-08-10,2022-08-10,2022,3,8,August,32,10,3,Wednesday,False,False,False,False
2022-08-11,2022-08-11,2022,3,8,August,32,11,4,Thursday,False,False,False,False
2022-08-12,2022-08-12,2022,3,8,August,32,12,5,Friday,False,False,False,False
2022-08-13,2022-08-13,2022,3,8,August,32,13,6,Saturday,True,False,False,False
2022-08-14,2022-08-14,2022,3,8,August,32,14,7,Sunday,True,False,False,False
2022-08-15,2022-08-15,2022,3,8,August,33,15,1,Monday,False,False,False,False
2022-08-16,2022-08-16,2022,3,8,August,33,16,2,Tuesday,False,False,False,False
2022-08-17,2022-08-17,2022,3,8,August,33,17,3,Wednesday,False,False,False,False
2022-08-18,2022-08-18,2022,3,8,August,33,18,4,Thursday,False,False,False,False
2022-08-19,2022-08-19,2022,3,8,August,33,19,5,Friday,False,False,False,False
2022-08-20,2022-08-20,2022,3,8,August,33,20,6,Saturday,True,False,False,False
2022-08-21,2022-08-21,2022,3,8,August,33,21,7,Sunday,True,False,False,False
2022-08-22,2022-08-22,2022,3,8,August,34,22,1,Monday,False,False,False,False
2022-08-23,2022-08-23,2022,3,8,August,34,23,2,Tuesday,False,False,False,False
2022-08-24,2022-08-24,2022,3,8,August,34,24,3,Wednesday,False,False,False,False
2022-08-25,2022-08-25,2022,3,8,August,34,25,4,Thursday,False,False,False,False
2022-08-26,2022-08-26,2022,3,8,August,34,26,5,Friday,False,False,False,False
2022-08-27,2022-08-27,2022,3,8,August,34,27,6,Saturday,True,False,False,False
2022-08-28,2022-08-28,2022,3,8,August,34,28,7,Sunday,True,False,False,False
2022-08-29,2022-08-29,2022,3,8,August,35,29,1,Monday,False,False,False,False
2022-08-30,2022-08-30,2022,3,8,August,35,30,2,Tuesday,False,False,False,False
2022-08-31,2022-08-31,2022,3,8,August,35,31,3,Wednesday,False,True,False,False
2022-09-01,2022-09-01,2022,3,9,September,35,1,4,Thursday,False,False,False,False
2022-09-02,2022-09-02,2022,3,9,September,35,2,5,Friday,False,False,False,False
2022-09-03,2022-09-03,2022,3,9,September,35,3,6,Saturday,True,False,False,False
2022-09-04,2022-09-04,2022,3,9,September,35,4,7,Sunday,True,False,False,False
2022-09-05,2022-09-05,2022,3,9,September,36,5,1,Monday,False,False,False,False
2022-09-06,2022-09-06,2022,3,9,September,36,6,2,Tuesday,False,False,False,False
2022-09-07,2022-09-07,2022,3,9,September,36,7,3,Wednesday,False,False,False,False
2022-09-08,2022-09-08,2022,3,9,September,36,8,4,Thursday,False,False,False,False
2022-09-09,2022-09-09,2022,3,9,September,36,9,5,Friday,False,False,False,False
2022-09-10,2022-09-10,2022,3,9,September,36,10,6,Saturday,True,False,False,False
2022-09-11,2022-09-11,2022,3,9,September,36,11,7,Sunday,True,False,False,False
2022-09-12,2022-09-12,2022,3,9,September,37,12,1,Monday,False,False,False,False
2022-09-13,2022-09-13,2022,3,9,September,37,13,2,Tuesday,False,False,False,False
2022-09-14,2022-09-14,2022,3,9,September,37,14,3,Wednesday,False,False,False,False
2022-09-15,2022-09-15,2022,3,9,September,37,15,4,Thursday,False,False,False,False
2022-09-16,2022-09-16,2022,3,9,September,37,16,5,Friday,False,False,False,False
2022-09-17,2022-09-17,2022,3,9,September,37,17,6,Saturday,True,False,False,False
2022-09-18,2022-09-18,2022,3,9,September,37,18,7,Sunday,True,False,False,False
2022-09-19,2022-09-19,2022,3,9,September,38,19,1,Monday,False,False,False,False
2022-09-20,2022-09-20,2022,3,9,September,38,20,2,Tuesday,False,False,False,False
2022-09-21,2022-09-21,2022,3,9,September,38,21,3,Wednesday,False,False,False,False
2022-09-22,2022-09-22,2022,3,9,September,38,22,4,Thursday,False,False,False,False
2022-09-23,2022-09-23,2022,3,9,September,38,23,5,Friday,False,False,False,False
2022-09-24,2022-09-24,2022,3,9,September,38,24,6,Saturday,True,False,False,False
2022-09-25,2022-09-25,2022,3,9,September,38,25,7,Sunday,True,False,False,False
2022-09-26,2022-09-26,2022,3,9,September,39,26,1,Monday,False,False,False,False
2022-09-27,2022-09-27,2022,3,9,September,39,27,2,Tuesday,False,False,False,False
2022-09-28,2022-09-28,2022,3,9,September,39,28,3,Wednesday,False,False,False,False
2022-09-29,2022-09-29,2022,3,9,September,39,29,4,Thursday,False,False,False,False
2022-09-30,2022-09-30,2022,3,9,September,39,30,5,Friday,False,True,True,False
2022-10-01,2022-10-01,2022,4,10,October,39,1,6,Saturday,True,False,False,False
2022-10-02,2022-10-02,2022,4,10,October,39,2,7,Sunday,True,False,False,False
2022-10-03,2022-10-03,2022,4,10,October,40,3,1,Monday,False,False,False,False
2022-10-04,2022-10-04,2022,4,10,October,40,4,2,Tuesday,False,False,False,False
2022-10-05,2022-10-05,2022,4,10,October,40,5,3,Wednesday,False,False,False,False
2022-10-06,2022-10-06,2022,4,10,October,40,6,4,Thursday,False,False,False,False
2022-10-07,2022-10-07,2022,4,10,October,40,7,5,Friday,False,False,False,False
2022-10-08,2022-10-08,2022,4,10,October,40,8,6,Saturday,True,False,False,False
2022-10-09,2022-10-09,2022,4,10,October,40,9,7,Sunday,True,False,False,False
2022-10-10,2022-10-10,2022,4,10,October,41,10,1,Monday,False,False,False,False
2022-10-11,2022-10-11,2022,4,10,October,41,11,2,Tuesday,False,False,False,False
2022-10-12,2022-10-12,2022,4,10,October,41,12,3,Wednesday,False,False,False,False
2022-10-13,2022-10-13,2022,4,10,October,41,13,4,Thursday,False,False,False,False
2022-10-14,2022-10-14,2022,4,10,October,41,14,5,Friday,False,False,False,False
2022-10-15,2022-10-15,2022,4,10,October,41,15,6,Saturday,True,False,False,False
2022-10-16,2022-10-16,2022,4,10,October,41,16,7,Sunday,True,False,False,False
2022-10-17,2022-10-17,2022,4,10,October,42,17,1,Monday,False,False,False,False
2022-10-18,2022-10-18,2022,4,10,October,42,18,2,Tuesday,False,False,False,False
2022-10-19,2022-10-19,2022,4,10,October,42,19,3,Wednesday,False,False,False,False
2022-10-20,2022-10-20,2022,4,10,October,42,20,4,Thursday,False,False,False,False
2022-10-21,2022-10-21,2022,4,10,October,42,21,5,Friday,False,False,False,False
2022-10-22,2022-10-22,2022,4,10,October,42,22,6,Saturday,True,False,False,False
2022-10-23,2022-10-23,2022,4,10,October,42,23,7,Sunday,True,False,False,False
