session_id,user_id,track_id,artist_id,genre_id,playlist_id,device_id,country_code,subscription_tier,listen_start_ts,listen_seconds,skipped,session_weekday,new_artist_discovered,estimated_revenue_usd
65919,533,788,367,201,928,8,CA,Family,2024-07-18 22:38:00,192,False,Thursday,False,0.004
65920,533,808,291,201,194,930,CA,Free,2022-09-22 07:24:00,144,False,Thursday,False,0.0072
65921,533,157,960,527,10,302,BR,Family,2023-09-23 11:36:00,192,False,Saturday,False,0.004
65922,533,788,367,201,605,331,CA,Free,2022-08-12 00:55:00,158,False,Friday,False,0.0079
65923,533,897,291,201,592,592,CA,Family,2023-02-23 19:01:00,201,False,Thursday,False,0.004
65924,533,788,367,201,13,682,CA,Family,2023-07-30 09:11:00,167,False,Sunday,False,0.004
65925,533,812,616,859,69,27,CA,Family,2024-01-27 10:09:00,179,False,Saturday,False,0.004
65926,533,570,412,86,13,833,CA,Family,2024-03-01 16:37:00,207,False,Friday,False,0.004
65927,533,897,291,201,802,766,CA,Free,2022-08-02 21:38:00,23,True,Tuesday,False,0.0012
65928,533,788,367,201,714,142,CA,Free,2022-12-31 01:47:00,13,True,Saturday,False,0.0007
65929,533,255,314,201,704,789,SE,Family,2024-12-20 09:29:00,30,True,Friday,False,0.004
65930,533,413,132,128,756,855,CA,Free,2022-08-20 08:22:00,225,False,Saturday,False,0.0112
65931,533,430,604,859,25,860,FR,Free,2022-08-15 19:04:00,159,False,Monday,False,0.008
65932,533,788,367,201,775,542,CA,Free,2022-08-05 09:58:00,38,True,Friday,False,0.0019
65933,533,253,52,718,459,31,CA,Free,2022-11-11 06:37:00,86,False,Friday,False,0.0043
65934,533,897,291,201,772,212,CA,Free,2022-07-27 07:20:00,13,True,Wednesday,False,0.0007
65935,533,788,367,201,424,552,CA,Free,2022-07-07 20:42:00,184,False,Thursday,False,0.0092
65936,533,897,291,201,804,524,CA,Family,2023-03-21 21:27:00,156,False,Tuesday,False,0.004
65937,533,897,291,201,640,271,CA,Free,2022-09-04 20:03:00,25,True,Sunday,False,0.0012
65938,533,588,949,527,293,352,CA,Free,2022-08-27 20:56:00,177,False,Saturday,False,0.0088
65939,533,353,822,89,37,592,CA,Family,2024-08-14 13:51:00,153,False,Wednesday,False,0.004
65940,533,223,34,718,114,982,CA,Free,2022-10-26 07:36:00,89,False,Wednesday,False,0.0044
65941,533,140,825,89,766,948,CA,Free,2022-09-03 20:28:00,189,False,Saturday,False,0.0094
65942,533,408,320,201,287,713,CA,Family,2023-12-22 20:43:00,157,False,Friday,False,0.004
65943,533,343,435,86,39,427,CA,Family,2023-06-19 07:01:00,154,False,Monday,False,0.004
65944,533,441,19,718,355,509,CA,Free,2022-10-12 17:38:00,71,False,Wednesday,False,0.0036
65945,533,808,291,201,371,504,CA,Family,2023-12-28 12:54:00,30,True,Thursday,False,0.004
65946,533,504,34,718,435,627,CA,Family,2023-12-17 21:46:00,181,False,Sunday,False,0.004
65947,533,829,34,718,1000,355,SE,Family,2024-11-03 17:21:00,202,False,Sunday,False,0.004
65948,533,674,385,89,873,782,JP,Family,2023-12-16 08:18:00,127,False,Saturday,False,0.004
65949,533,81,459,718,317,963,CA,Family,2023-11-15 08:26:00,210,False,Wednesday,True,0.004
65950,533,388,643,698,826,432,CA,Free,2022-09-18 08:57:00,194,False,Sunday,False,0.0097
65951,533,808,291,201,476,527,CA,Family,2023-02-25 21:11:00,158,False,Saturday,False,0.004
65952,533,978,524,128,462,350,CA,Family,2024-01-04 21:21:00,172,False,Thursday,False,0.004
65953,533,788,367,201,719,373,CA,Free,2022-10-14 02:46:00,79,False,Friday,False,0.004
65954,533,115,34,718,842,877,CA,Family,2024-02-09 12:26:00,30,True,Friday,False,0.004
65955,533,897,291,201,668,810,CA,Family,2024-06-11 10:45:00,19,True,Tuesday,False,0.0
65956,533,570,412,86,500,792,CA,Family,2024-08-12 16:27:00,147,False,Monday,False,0.004
65957,533,702,687,89,803,586,CA,Family,2023-08-13 12:24:00,174,False,Sunday,False,0.004
65958,533,300,921,527,859,599,CA,Family,2023-12-30 14:22:00,186,False,Saturday,False,0.004
65959,533,278,364,201,635,530,CA,Family,2024-08-13 21:59:00,143,False,Tuesday,False,0.004
65960,533,437,766,718,211,776,CA,Family,2024-03-17 12:57:00,149,False,Sunday,True,0.004
65961,533,26,925,527,500,366,CA,Family,2023-08-02 13:25:00,34,True,Wednesday,False,0.004
65962,533,146,281,201,588,485,CA,Family,2023-01-18 08:37:00,192,False,Wednesday,False,0.004
65963,533,223,34,718,675,507,CA,Family,2024-11-29 07:54:00,186,False,Friday,False,0.004
65964,533,788,367,201,873,732,CA,Free,2022-09-21 06:11:00,138,False,Wednesday,False,0.0069
65965,533,296,956,527,920,877,CA,Family,2024-12-25 21:22:00,27,True,Wednesday,False,0.0
65966,533,833,61,718,411,105,CA,Family,2023-04-06 12:30:00,178,False,Thursday,True,0.004
65967,533,788,367,201,109,287,CA,Free,2022-08-09 22:19:00,144,False,Tuesday,False,0.0072
65968,533,115,34,718,5,469,CA,Family,2023-12-30 21:37:00,209,False,Saturday,False,0.004
65969,533,810,496,718,635,862,CA,Family,2023-10-21 15:49:00,162,False,Saturday,True,0.004
65970,533,788,367,201,972,541,CA,Family,2023-12-19 08:09:00,188,False,Tuesday,False,0.004
65971,533,253,52,718,260,218,CA,Free,2022-06-25 20:20:00,177,False,Saturday,False,0.0088
65972,533,535,113,527,180,352,CA,Family,2023-09-03 08:59:00,179,False,Sunday,False,0.004
65973,533,812,616,859,754,422,CA,Family,2024-07-09 19:45:00,20,True,Tuesday,False,0.0
65974,533,815,795,718,936,766,CA,Free,2022-12-28 12:23:00,221,False,Wednesday,False,0.011
65975,533,788,367,201,443,790,CA,Free,2022-06-28 06:39:00,28,True,Tuesday,False,0.0014
65976,533,530,697,89,935,468,AU,Family,2023-11-08 15:11:00,158,False,Wednesday,False,0.004
65977,533,796,167,433,863,43,CA,Free,2022-08-13 08:57:00,145,False,Saturday,False,0.0072
65978,533,897,291,201,784,784,CA,Family,2023-05-02 10:10:00,198,False,Tuesday,False,0.004
65979,533,897,291,201,956,142,CA,Family,2024-11-15 17:58:00,179,False,Friday,False,0.004
65980,533,977,939,527,859,530,CA,Free,2022-07-16 20:42:00,144,False,Saturday,False,0.0072
65981,533,808,291,201,977,312,DE,Family,2024-12-13 17:21:00,121,False,Friday,False,0.004
65982,533,897,291,201,190,32,AU,Family,2023-12-01 09:45:00,40,True,Friday,False,0.004
65983,533,897,291,201,960,495,CA,Free,2022-08-03 17:29:00,164,False,Wednesday,False,0.0082
65984,533,808,291,201,85,782,CA,Family,2024-08-06 09:19:00,143,False,Tuesday,False,0.004
65985,533,393,827,128,167,679,CA,Free,2022-07-31 09:15:00,14,True,Sunday,False,0.0007
65986,533,267,282,201,289,640,CA,Family,2024-08-11 09:56:00,143,False,Sunday,False,0.004
65987,533,135,394,128,646,533,CA,Free,2022-10-08 15:17:00,14,True,Saturday,True,0.0007
65988,533,897,291,201,194,195,US,Free,2022-07-19 19:36:00,39,True,Tuesday,False,0.002
65989,533,897,291,201,401,402,CA,Family,2023-10-19 22:19:00,203,False,Thursday,False,0.004
65990,533,464,948,527,766,167,CA,Family,2023-02-03 15:30:00,153,False,Friday,True,0.004
65991,533,742,961,527,296,788,CA,Family,2024-12-27 18:24:00,133,False,Friday,False,0.004
65992,533,62,262,128,914,80,CA,Free,2022-09-17 14:42:00,26,True,Saturday,False,0.0013
65993,533,707,318,201,685,236,CA,Free,2022-06-22 08:40:00,181,False,Wednesday,False,0.0091
65994,533,808,291,201,759,626,CA,Family,2023-12-27 08:08:00,178,False,Wednesday,False,0.004
65995,533,808,291,201,873,245,CA,Family,2024-05-21 04:33:00,183,False,Tuesday,False,0.004
65996,533,897,291,201,951,360,CA,Free,2022-10-15 20:50:00,34,True,Saturday,False,0.0017
65997,533,897,291,201,969,784,CA,Free,2022-08-12 12:58:00,12,True,Friday,False,0.0006
65998,533,669,65,128,907,27,CA,Free,2022-08-06 12:17:00,162,False,Saturday,True,0.0081
65999,533,977,939,527,823,810,CA,Free,2022-10-14 18:15:00,32,True,Friday,False,0.0016
66000,533,783,650,698,946,78,CA,Family,2024-01-13 18:53:00,215,False,Saturday,False,0.004
66001,533,115,34,718,780,41,CA,Family,2023-04-27 09:37:00,186,False,Thursday,False,0.004
66002,533,449,34,718,180,971,CA,Family,2024-11-07 20:55:00,207,False,Thursday,False,0.004
66003,533,897,291,201,64,536,CA,Free,2022-07-24 19:41:00,193,False,Sunday,False,0.0096
66004,533,691,632,698,692,663,JP,Free,2022-08-13 12:18:00,20,True,Saturday,False,0.001
66005,533,812,616,859,904,446,BR,Family,2024-10-02 19:57:00,206,False,Wednesday,False,0.004
66006,533,223,34,718,379,294,CA,Free,2022-06-29 17:38:00,184,False,Wednesday,False,0.0092
66007,533,504,34,718,196,997,CA,Free,2022-08-04 19:37:00,115,False,Thursday,False,0.0058
66008,533,897,291,201,167,661,CA,Family,2023-10-24 09:33:00,20,True,Tuesday,False,0.0
66009,533,829,34,718,531,552,CA,Free,2022-09-04 11:35:00,11,True,Sunday,False,0.0005
66010,533,668,166,433,416,652,CA,Family,2023-08-28 13:44:00,23,True,Monday,False,0.0
66011,533,504,34,718,20,822,CA,Family,2023-06-07 22:28:00,159,False,Wednesday,False,0.004
66012,533,223,34,718,507,444,BR,Free,2022-07-31 17:37:00,184,False,Sunday,False,0.0092
66013,533,268,927,527,233,771,CA,Family,2023-09-14 15:20:00,199,False,Thursday,False,0.004
66014,533,223,34,718,772,857,CA,Family,2024-06-08 07:08:00,24,True,Saturday,False,0.0
66015,533,588,949,527,851,324,CA,Family,2023-08-27 11:58:00,182,False,Sunday,False,0.004
66016,533,897,291,201,605,483,CA,Family,2024-11-07 16:51:00,25,True,Thursday,False,0.0
66017,533,970,126,128,823,789,CA,Family,2024-06-08 21:43:00,155,False,Saturday,True,0.004
66018,533,248,640,698,536,600,CA,Family,2024-12-12 20:44:00,191,False,Thursday,True,0.004
66019,533,976,655,698,436,453,CA,Family,2023-01-12 18:28:00,194,False,Thursday,False,0.004
66020,533,505,923,527,654,422,CA,Family,2023-05-09 12:46:00,192,False,Tuesday,False,0.004
66021,533,788,367,201,634,782,CA,Family,2024-08-31 10:59:00,137,False,Saturday,False,0.004
66022,533,504,34,718,897,536,CA,Family,2023-09-14 15:05:00,169,False,Thursday,False,0.004
66023,533,769,379,89,255,39,CA,Family,2023-10-18 19:57:00,43,True,Wednesday,False,0.004
66024,533,788,367,201,740,523,CA,Family,2023-08-25 07:48:00,180,False,Friday,False,0.004
66025,533,115,34,718,253,612,AU,Family,2024-04-28 18:14:00,171,False,Sunday,False,0.004
66026,533,505,923,527,770,878,CA,Family,2024-08-26 22:32:00,16,True,Monday,False,0.0
66027,533,35,597,718,890,472,CA,Free,2022-08-13 13:43:00,183,False,Saturday,False,0.0092
66028,533,405,961,527,884,379,CA,Family,2023-01-21 17:23:00,141,False,Saturday,False,0.004
66029,533,504,34,718,91,771,SE,Family,2024-04-28 18:16:00,125,False,Sunday,False,0.004
66030,533,808,291,201,104,705,CA,Family,2023-03-17 11:47:00,162,False,Friday,False,0.004
66031,533,788,367,201,444,732,CA,Family,2024-01-23 18:10:00,120,False,Tuesday,False,0.004
66032,533,161,380,89,596,946,CA,Free,2022-09-01 20:11:00,21,True,Thursday,False,0.001
66033,533,504,34,718,157,5,CA,Family,2023-10-04 11:33:00,21,True,Wednesday,False,0.0
66034,533,851,335,128,994,352,FR,Family,2024-01-13 07:13:00,209,False,Saturday,True,0.004
66035,533,505,923,527,485,338,CA,Free,2022-07-23 11:24:00,151,False,Saturday,False,0.0076
66036,533,174,949,527,488,97,CA,Free,2022-10-11 04:34:00,63,False,Tuesday,False,0.0032
66037,533,783,650,698,736,600,CA,Free,2022-07-24 09:53:00,13,True,Sunday,False,0.0007
66038,533,239,567,128,43,997,CA,Family,2024-03-21 08:21:00,209,False,Thursday,False,0.004
66039,533,788,367,201,154,446,CA,Free,2022-09-09 03:07:00,158,False,Friday,False,0.0079
66040,533,321,267,128,303,2,CA,Family,2023-04-03 07:37:00,161,False,Monday,True,0.004
66041,533,348,380,89,217,41,CA,Family,2024-07-06 18:00:00,24,True,Saturday,False,0.0
66042,533,140,825,89,524,97,CA,Free,2022-12-02 13:26:00,221,False,Friday,False,0.011
66043,533,829,34,718,842,629,CA,Family,2024-10-31 06:22:00,191,False,Thursday,False,0.004
66044,533,897,291,201,2,155,CA,Free,2022-10-30 21:02:00,13,True,Sunday,False,0.0007
66045,533,449,34,718,871,444,CA,Family,2024-02-23 06:03:00,44,True,Friday,False,0.004
66046,533,788,367,201,800,90,CA,Family,2024-01-14 12:07:00,195,False,Sunday,False,0.004
66047,533,231,299,201,156,237,CA,Family,2023-07-14 08:35:00,157,False,Friday,False,0.004
66048,533,87,146,128,685,608,CA,Family,2024-09-04 16:41:00,177,False,Wednesday,False,0.004
66049,533,638,498,718,895,331,CA,Free,2022-08-16 18:07:00,164,False,Tuesday,False,0.0082
66050,533,791,603,859,777,747,CA,Family,2024-02-07 21:07:00,23,True,Wednesday,False,0.0
66051,533,439,554,718,649,707,SE,Family,2024-09-20 07:07:00,130,False,Friday,True,0.004
66052,533,168,107,527,11,521,FR,Family,2024-01-05 07:25:00,37,True,Friday,False,0.004
66053,533,897,291,201,512,322,AU,Family,2024-02-19 08:43:00,205,False,Monday,False,0.004
66054,533,788,367,201,345,735,CA,Free,2022-11-30 14:17:00,224,False,Wednesday,False,0.0112
66055,533,788,367,201,194,862,CA,Free,2022-06-22 10:39:00,185,False,Wednesday,False,0.0093
66056,533,829,34,718,510,338,CA,Free,2022-08-09 12:24:00,36,True,Tuesday,False,0.0018
66057,533,897,291,201,925,415,CA,Free,2022-09-09 05:01:00,31,True,Friday,False,0.0016
66058,533,138,17,718,528,989,CA,Family,2024-06-05 13:09:00,149,False,Wednesday,True,0.004
66059,533,61,717,128,795,402,CA,Free,2022-08-07 10:29:00,14,True,Sunday,True,0.0007
66060,533,897,291,201,80,9,CA,Family,2023-12-12 20:26:00,153,False,Tuesday,False,0.004
66061,533,267,282,201,823,640,CA,Family,2023-12-07 07:02:00,213,False,Thursday,False,0.004
66062,533,808,291,201,528,5,CA,Family,2024-03-10 04:09:00,175,False,Sunday,False,0.004
66063,533,897,291,201,978,873,CA,Free,2022-08-08 15:39:00,129,False,Monday,False,0.0064
66064,533,481,6,718,870,937,CA,Free,2022-11-17 06:53:00,131,False,Thursday,False,0.0066
66065,533,788,367,201,117,702,CA,Free,2022-07-10 17:18:00,171,False,Sunday,False,0.0086
66066,533,769,379,89,343,881,CA,Family,2024-07-31 23:48:00,138,False,Wednesday,False,0.004
66067,533,897,291,201,266,776,CA,Free,2022-07-22 07:21:00,147,False,Friday,False,0.0074
66068,533,301,109,527,50,442,CA,Family,2023-08-15 10:52:00,162,False,Tuesday,False,0.004
66069,533,808,291,201,126,779,CA,Family,2023-05-02 09:54:00,157,False,Tuesday,False,0.004
66070,533,788,367,201,766,699,CA,Free,2022-08-22 08:30:00,162,False,Monday,False,0.0081
66071,533,471,268,128,951,558,CA,Family,2023-12-16 18:30:00,150,False,Saturday,False,0.004
66072,533,829,34,718,138,800,CA,Free,2022-08-03 07:06:00,161,False,Wednesday,False,0.008
66073,533,812,616,859,752,608,CA,Free,2022-08-27 08:22:00,12,True,Saturday,False,0.0006
66074,533,301,109,527,512,276,CA,Free,2022-10-07 08:51:00,105,False,Friday,False,0.0052
66075,533,867,108,527,264,296,CA,Free,2022-09-13 07:58:00,154,False,Tuesday,False,0.0077
66076,533,788,367,201,168,82,CA,Family,2024-08-16 20:59:00,161,False,Friday,False,0.004
66077,533,788,367,201,674,75,CA,Free,2022-10-21 14:39:00,31,True,Friday,False,0.0016
66078,533,381,630,698,103,705,CA,Family,2024-06-28 21:22:00,162,False,Friday,False,0.004
66079,533,897,291,201,928,97,CA,Family,2023-04-27 10:52:00,216,False,Thursday,False,0.004
66080,533,808,291,201,503,713,CA,Free,2022-10-21 06:41:00,115,False,Friday,False,0.0058
66081,533,388,643,698,946,442,CA,Free,2022-09-22 10:10:00,28,True,Thursday,False,0.0014
66082,533,961,683,128,723,804,CA,Family,2024-03-05 03:30:00,228,False,Tuesday,True,0.004
66083,533,125,429,86,977,67,CA,Family,2024-07-08 06:31:00,34,True,Monday,True,0.004
66084,533,27,256,128,540,5,CA,Free,2022-10-07 07:14:00,101,False,Friday,False,0.005
66085,533,115,34,718,503,795,CA,Family,2023-03-12 18:51:00,137,False,Sunday,False,0.004
66086,533,371,274,128,604,78,CA,Free,2022-09-17 08:43:00,33,True,Saturday,False,0.0017
66087,533,505,923,527,731,846,CA,Free,2022-08-10 19:48:00,6,True,Wednesday,False,0.0003
66088,533,826,533,128,520,991,CA,Family,2023-04-06 13:33:00,158,False,Thursday,False,0.004
66089,533,897,291,201,335,476,CA,Family,2024-11-15 21:56:00,162,False,Friday,False,0.004
66090,533,391,690,89,371,116,CA,Family,2024-10-17 07:30:00,160,False,Thursday,False,0.004
66091,533,788,367,201,929,547,CA,Free,2022-09-06 07:26:00,126,False,Tuesday,False,0.0063
66092,533,788,367,201,914,997,CA,Free,2022-09-04 23:54:00,190,False,Sunday,False,0.0095
66093,533,788,367,201,379,963,CA,Free,2022-06-25 18:28:00,199,False,Saturday,False,0.01
66094,533,791,603,859,638,991,CA,Family,2024-06-02 14:53:00,213,False,Sunday,False,0.004
66095,533,405,961,527,210,319,CA,Free,2022-10-03 06:02:00,44,True,Monday,False,0.0022
66096,533,85,660,698,10,507,CA,Free,2022-11-13 15:01:00,10,True,Sunday,False,0.0005
66097,533,674,385,89,162,287,CA,Family,2023-09-01 23:05:00,118,False,Friday,False,0.004
66098,533,788,367,201,253,993,CA,Free,2022-09-07 12:13:00,7,True,Wednesday,False,0.0004
66099,533,867,108,527,814,779,CA,Free,2022-09-03 08:09:00,158,False,Saturday,False,0.0079
66100,533,788,367,201,191,415,CA,Family,2024-10-03 20:23:00,8,True,Thursday,False,0.0
66101,533,275,637,698,701,600,CA,Free,2022-10-03 07:45:00,144,False,Monday,False,0.0072
66102,533,458,304,201,953,699,CA,Family,2024-11-01 10:29:00,149,False,Friday,True,0.004
66103,533,897,291,201,161,432,CA,Free,2022-07-29 18:14:00,176,False,Friday,False,0.0088
66104,533,715,94,128,106,873,CA,Family,2023-05-16 19:48:00,181,False,Tuesday,False,0.004
66105,533,739,970,128,103,548,CA,Family,2023-08-22 11:05:00,138,False,Tuesday,False,0.004
66106,533,455,559,718,81,756,CA,Free,2022-11-09 21:01:00,12,True,Wednesday,False,0.0006
66107,533,808,291,201,168,406,CA,Free,2022-10-01 07:38:00,23,True,Saturday,False,0.0012
66108,533,788,367,201,770,264,CA,Family,2024-09-01 08:01:00,176,False,Sunday,False,0.004
66109,533,788,367,201,14,646,CA,Free,2022-07-09 23:27:00,154,False,Saturday,False,0.0077
66110,533,769,379,89,608,955,CA,Family,2023-05-23 16:22:00,159,False,Tuesday,False,0.004
66111,533,26,925,527,562,472,CA,Free,2022-08-07 12:04:00,23,True,Sunday,False,0.0012
66112,533,472,366,201,841,711,CA,Family,2024-09-04 08:29:00,154,False,Wednesday,False,0.004
66113,533,215,921,527,367,336,CA,Free,2022-06-29 09:48:00,172,False,Wednesday,False,0.0086
66114,533,483,664,128,715,886,CA,Family,2023-04-22 12:56:00,140,False,Saturday,False,0.004
66115,533,977,939,527,462,41,CA,Free,2022-09-14 20:31:00,22,True,Wednesday,False,0.0011
66116,533,86,926,527,762,790,CA,Family,2023-11-04 11:55:00,145,False,Saturday,False,0.004
66117,533,788,367,201,900,67,GB,Family,2024-06-21 20:10:00,21,True,Friday,False,0.0
66118,533,897,291,201,156,147,CA,Free,2022-06-30 16:56:00,161,False,Thursday,False,0.008
66119,533,727,924,527,731,678,CA,Free,2022-12-24 00:13:00,168,False,Saturday,False,0.0084
66120,533,788,367,201,752,627,CA,Free,2022-08-18 14:52:00,24,True,Thursday,False,0.0012
66121,533,125,429,86,34,833,CA,Family,2024-06-30 09:25:00,158,False,Sunday,False,0.004
66122,533,788,367,201,495,789,AU,Family,2023-09-08 15:35:00,151,False,Friday,False,0.004
66123,533,554,153,128,676,982,CA,Free,2022-08-24 07:24:00,36,True,Wednesday,False,0.0018
66124,533,788,367,201,778,877,CA,Free,2022-09-02 10:22:00,27,True,Friday,False,0.0014
66125,533,733,926,527,989,557,CA,Free,2022-08-07 19:18:00,185,False,Sunday,False,0.0093
66126,533,788,367,201,288,689,CA,Family,2023-12-13 07:20:00,178,False,Wednesday,False,0.004
66127,533,897,291,201,106,473,BR,Family,2023-03-02 20:35:00,192,False,Thursday,False,0.004
66128,533,788,367,201,680,691,SE,Family,2023-06-18 09:44:00,21,True,Sunday,False,0.0
66129,533,976,655,698,948,973,CA,Family,2024-04-09 12:34:00,15,True,Tuesday,False,0.0
66130,533,397,301,201,977,982,CA,Free,2022-07-31 17:31:00,8,True,Sunday,False,0.0004
66131,533,621,783,718,576,194,CA,Free,2022-11-09 19:33:00,87,False,Wednesday,True,0.0044
66132,533,504,34,718,485,627,CA,Family,2023-07-12 19:56:00,142,False,Wednesday,False,0.004
66133,533,169,684,736,740,272,CA,Family,2023-10-24 08:25:00,197,False,Tuesday,True,0.004
66134,533,808,291,201,907,9,CA,Family,2023-07-25 23:53:00,159,False,Tuesday,False,0.004
66135,533,788,367,201,792,188,CA,Family,2024-07-25 20:40:00,35,True,Thursday,False,0.004
66136,533,559,938,527,703,937,CA,Family,2023-10-05 20:45:00,149,False,Thursday,False,0.004
66137,533,788,367,201,440,379,CA,Free,2022-09-06 08:12:00,149,False,Tuesday,False,0.0074
66138,533,911,470,718,504,190,CA,Family,2024-11-09 14:45:00,183,False,Saturday,False,0.004
66139,533,788,367,201,33,73,CA,Free,2022-07-01 08:33:00,162,False,Friday,False,0.0081
66140,533,223,34,718,656,844,CA,Free,2022-09-13 19:03:00,129,False,Tuesday,False,0.0064
66141,533,954,909,433,206,941,CA,Free,2022-12-24 00:32:00,10,True,Saturday,False,0.0005
66142,533,788,367,201,288,826,CA,Free,2022-08-31 10:08:00,187,False,Wednesday,False,0.0094
66143,533,248,640,698,752,124,CA,Free,2022-07-17 21:53:00,189,False,Sunday,False,0.0094
66144,533,788,367,201,344,415,CA,Family,2024-10-02 18:00:00,148,False,Wednesday,False,0.004
66145,533,563,354,201,438,806,CA,Family,2024-05-04 07:35:00,200,False,Saturday,False,0.004
66146,533,295,364,201,961,682,CA,Family,2023-12-31 09:05:00,182,False,Sunday,False,0.004
66147,533,170,772,86,717,302,CA,Free,2022-09-02 15:02:00,223,False,Friday,False,0.0112
66148,533,680,434,86,796,793,CA,Free,2022-09-08 06:42:00,42,True,Thursday,True,0.0021
66149,533,897,291,201,151,216,CA,Free,2022-09-02 23:48:00,154,False,Friday,False,0.0077
66150,533,897,291,201,900,808,CA,Family,2023-04-08 14:11:00,25,True,Saturday,False,0.0
66151,533,639,956,527,762,817,ZA,Family,2024-06-29 22:33:00,166,False,Saturday,False,0.004
66152,533,788,367,201,115,581,CA,Free,2022-09-23 13:19:00,150,False,Friday,False,0.0075
66153,533,504,34,718,605,156,CA,Free,2022-09-06 22:09:00,150,False,Tuesday,False,0.0075
66154,533,788,367,201,524,310,CA,Family,2023-03-18 21:15:00,222,False,Saturday,False,0.004
66155,533,630,827,128,941,733,CA,Free,2022-12-21 21:12:00,162,False,Wednesday,False,0.0081
66156,533,274,531,128,650,469,CA,Family,2024-01-18 20:40:00,152,False,Thursday,False,0.004
66157,533,461,282,201,323,541,CA,Family,2023-03-09 07:14:00,158,False,Thursday,False,0.004
66158,533,458,304,201,618,446,CA,Family,2024-04-28 01:38:00,173,False,Sunday,False,0.004
66159,533,812,616,859,377,629,CA,Free,2022-06-24 05:18:00,37,True,Friday,False,0.0018
66160,533,223,34,718,656,652,CA,Family,2024-06-30 20:32:00,40,True,Sunday,False,0.004
66161,533,197,115,128,724,312,CA,Family,2024-07-06 15:49:00,177,False,Saturday,True,0.004
66162,533,54,934,527,949,507,CA,Free,2022-06-29 17:18:00,159,False,Wednesday,False,0.008
66163,533,54,934,527,864,877,CA,Free,2022-07-01 13:17:00,214,False,Friday,False,0.0107
66164,533,788,367,201,646,24,CA,Free,2022-08-20 17:59:00,161,False,Saturday,False,0.008
66165,533,766,118,128,841,147,CA,Free,2022-07-31 12:35:00,176,False,Sunday,True,0.0088
66166,533,140,825,89,979,702,CA,Free,2022-07-22 17:51:00,155,False,Friday,False,0.0078
66167,533,788,367,201,588,384,CA,Free,2022-07-11 13:29:00,41,True,Monday,False,0.002
66168,533,808,291,201,313,512,CA,Family,2023-04-01 20:26:00,195,False,Saturday,False,0.004
66169,533,431,764,718,104,402,CA,Free,2022-08-13 09:09:00,127,False,Saturday,False,0.0064
66170,533,788,367,201,597,790,CA,Family,2024-02-17 10:54:00,160,False,Saturday,False,0.004
66171,533,562,114,128,161,39,CA,Free,2022-12-17 23:25:00,150,False,Saturday,False,0.0075
66172,533,504,34,718,800,639,CA,Free,2022-07-14 21:39:00,6,True,Thursday,False,0.0003
66173,533,788,367,201,953,689,CA,Free,2022-07-06 18:15:00,12,True,Wednesday,False,0.0006
66174,533,504,34,718,80,599,CA,Free,2022-09-21 09:29:00,169,False,Wednesday,False,0.0085
66175,533,140,825,89,62,476,CA,Free,2022-08-06 21:51:00,219,False,Saturday,False,0.011
66176,533,788,367,201,853,963,CA,Free,2022-12-31 08:55:00,150,False,Saturday,False,0.0075
66177,533,223,34,718,323,527,CA,Family,2024-01-14 17:28:00,27,True,Sunday,False,0.0
66178,533,472,366,201,358,276,CA,Family,2024-04-26 09:38:00,195,False,Friday,False,0.004
66179,533,788,367,201,424,302,CA,Family,2024-06-30 13:34:00,197,False,Sunday,False,0.004
66180,533,977,939,527,936,860,AU,Family,2023-05-15 15:35:00,156,False,Monday,False,0.004
66181,533,788,367,201,398,384,CA,Family,2023-10-09 16:20:00,229,False,Monday,False,0.004
66182,533,144,953,527,610,97,CA,Free,2022-09-16 12:44:00,152,False,Friday,False,0.0076
66183,533,223,34,718,947,5,CA,Family,2023-02-18 20:06:00,19,True,Saturday,False,0.0
66184,533,788,367,201,814,269,CA,Family,2024-06-04 22:46:00,214,False,Tuesday,False,0.004
66185,533,248,640,698,635,790,CA,Free,2022-11-01 12:25:00,131,False,Tuesday,False,0.0066
66186,533,788,367,201,715,130,CA,Family,2023-12-03 11:54:00,232,False,Sunday,False,0.004
66187,533,788,367,201,223,473,CA,Family,2024-03-30 03:33:00,201,False,Saturday,False,0.004
66188,533,862,918,527,338,212,CA,Family,2024-12-23 09:14:00,165,False,Monday,False,0.004
66189,533,829,34,718,497,6,CA,Family,2024-08-24 16:19:00,201,False,Saturday,False,0.004
66190,533,122,312,201,14,156,CA,Family,2024-01-07 06:03:00,28,True,Sunday,False,0.0
66191,533,808,291,201,398,324,CA,Family,2023-03-09 18:06:00,144,False,Thursday,False,0.004
66192,533,506,953,527,608,124,CA,Free,2022-09-14 15:30:00,13,True,Wednesday,False,0.0007
66193,533,788,367,201,650,754,CA,Family,2024-12-17 08:57:00,150,False,Tuesday,False,0.004
66194,533,733,926,527,754,312,CA,Free,2022-09-02 21:45:00,5,True,Friday,False,0.0002
66195,533,472,366,201,977,847,CA,Family,2024-03-15 09:32:00,28,True,Friday,False,0.0
66196,533,754,373,89,576,501,CA,Family,2023-07-07 15:13:00,213,False,Friday,False,0.004
66197,533,897,291,201,198,682,CA,Free,2022-10-08 09:21:00,84,False,Saturday,False,0.0042
66198,533,897,291,201,846,756,CA,Family,2023-12-28 12:44:00,168,False,Thursday,False,0.004
66199,533,236,312,201,536,873,CA,Family,2023-04-24 19:07:00,23,True,Monday,False,0.0
