event_id,user_id,event_type,event_ts,from_tier,to_tier,mrr_before_usd,mrr_after_usd,mrr_change_usd,country_code,trigger_context
778,607,signup,2024-10-25,,Premium,0.0,9.99,9.99,JP,referral
779,607,retention,2024-12-24,Premium,Premium,9.99,9.99,0.0,JP,retention_email
780,607,upgrade,2024-12-31,Premium,Family,9.99,14.99,5.0,JP,reconciliation
781,480,signup,2021-10-09,,Free,0.0,0.0,0.0,ZA,paid_search
782,480,churn,2022-02-10,Free,Free,0.0,0.0,0.0,ZA,content_launch
783,480,churn,2022-05-01,Free,Free,0.0,0.0,0.0,ZA,referral
784,480,retention,2022-10-20,Free,Free,0.0,0.0,0.0,ZA,paid_search
785,480,upgrade,2022-11-15,Free,Premium,0.0,9.99,9.99,ZA,billing_failure
786,369,signup,2021-08-30,,Free,0.0,0.0,0.0,US,social_ad
787,369,upgrade,2022-04-26,Free,Premium,0.0,9.99,9.99,US,organic
788,369,churn,2022-05-13,Premium,Free,9.99,0.0,-9.99,US,content_launch
789,369,upgrade,2022-07-19,Free,Family,0.0,14.99,14.99,US,content_launch
790,369,churn,2022-08-10,Family,Free,14.99,0.0,-14.99,US,price_promo
791,369,upgrade,2023-05-06,Free,Family,0.0,14.99,14.99,US,reconciliation
792,743,signup,2023-05-07,,Premium,0.0,9.99,9.99,JP,referral
793,743,retention,2023-07-07,Premium,Premium,9.99,9.99,0.0,JP,billing_failure
794,743,downgrade,2023-10-30,Premium,Free,9.99,0.0,-9.99,JP,paid_search
795,743,upgrade,2024-08-11,Free,Premium,0.0,9.99,9.99,JP,billing_failure
796,743,retention,2024-12-15,Premium,Premium,9.99,9.99,0.0,JP,organic
797,743,upgrade,2024-12-31,Premium,Family,9.99,14.99,5.0,JP,reconciliation
798,92,signup,2023-04-14,,Premium,0.0,9.99,9.99,AU,paid_search
799,92,churn,2023-07-03,Premium,Free,9.99,0.0,-9.99,AU,social_ad
800,92,upgrade,2023-10-02,Free,Family,0.0,14.99,14.99,AU,reconciliation
801,962,signup,2024-03-11,,Free,0.0,0.0,0.0,SE,organic
802,962,churn,2024-04-11,Free,Free,0.0,0.0,0.0,SE,organic
803,962,churn,2024-05-29,Free,Free,0.0,0.0,0.0,SE,retention_email
804,962,upgrade,2024-07-16,Free,Family,0.0,14.99,14.99,SE,reconciliation
805,550,signup,2022-09-02,,Premium,0.0,9.99,9.99,DE,paid_search
806,550,churn,2023-02-22,Premium,Free,9.99,0.0,-9.99,DE,social_ad
807,550,churn,2023-04-25,Free,Free,0.0,0.0,0.0,DE,social_ad
808,550,upgrade,2024-10-23,Free,Premium,0.0,9.99,9.99,DE,paid_search
809,550,upgrade,2024-12-31,Premium,Family,9.99,14.99,5.0,DE,reconciliation
810,14,signup,2023-11-15,,Premium,0.0,9.99,9.99,AU,organic
811,14,retention,2024-04-28,Premium,Premium,9.99,9.99,0.0,AU,content_launch
812,14,retention,2024-08-20,Premium,Premium,9.99,9.99,0.0,DE,billing_failure
813,14,upgrade,2024-10-14,Premium,Family,9.99,14.99,5.0,AU,reconciliation
814,599,signup,2021-10-15,,Premium,0.0,9.99,9.99,CA,organic
815,599,retention,2021-12-18,Premium,Premium,9.99,9.99,0.0,CA,social_ad
816,599,upgrade,2022-06-25,Premium,Family,9.99,14.99,5.0,CA,price_promo
817,599,churn,2023-07-21,Family,Free,14.99,0.0,-14.99,CA,paid_search
818,599,upgrade,2023-12-19,Free,Premium,0.0,9.99,9.99,CA,reconciliation
819,435,signup,2023-02-20,,Free,0.0,0.0,0.0,ZA,organic
820,435,churn,2023-05-31,Free,Free,0.0,0.0,0.0,ZA,price_promo
821,435,retention,2024-11-29,Free,Free,0.0,0.0,0.0,AU,billing_failure
822,435,upgrade,2024-12-31,Free,Family,0.0,14.99,14.99,ZA,reconciliation
823,600,signup,2021-02-01,,Free,0.0,0.0,0.0,BR,podcast_ad
824,600,churn,2021-05-23,Free,Free,0.0,0.0,0.0,BR,price_promo
825,600,upgrade,2021-08-08,Free,Premium,0.0,9.99,9.99,US,retention_email
826,600,retention,2021-12-01,Premium,Premium,9.99,9.99,0.0,BR,organic
827,600,retention,2022-01-25,Premium,Premium,9.99,9.99,0.0,BR,retention_email
828,600,upgrade,2022-04-09,Premium,Family,9.99,14.99,5.0,BR,reconciliation
829,551,signup,2023-03-08,,Free,0.0,0.0,0.0,SE,social_ad
830,551,churn,2023-12-13,Free,Free,0.0,0.0,0.0,SE,organic
831,551,churn,2024-12-06,Free,Free,0.0,0.0,0.0,SE,billing_failure
832,578,signup,2023-12-10,,Free,0.0,0.0,0.0,CA,organic
833,578,upgrade,2024-02-10,Free,Premium,0.0,9.99,9.99,CA,organic
834,578,churn,2024-07-04,Premium,Free,9.99,0.0,-9.99,CA,price_promo
835,578,churn,2024-08-07,Free,Free,0.0,0.0,0.0,CA,organic
836,578,retention,2024-11-21,Free,Free,0.0,0.0,0.0,CA,price_promo
837,578,upgrade,2024-12-15,Free,Family,0.0,14.99,14.99,CA,reconciliation
838,290,signup,2023-08-07,,Free,0.0,0.0,0.0,BR,organic
839,290,upgrade,2023-12-25,Free,Family,0.0,14.99,14.99,BR,content_launch
840,290,retention,2024-06-09,Family,Family,14.99,14.99,0.0,BR,social_ad
841,290,downgrade,2024-10-14,Family,Premium,14.99,9.99,-5.0,BR,reconciliation
842,54,signup,2022-06-08,,Premium,0.0,9.99,9.99,DE,organic
843,54,churn,2022-07-26,Premium,Free,9.99,0.0,-9.99,DE,billing_failure
844,54,upgrade,2022-08-12,Free,Family,0.0,14.99,14.99,DE,reconciliation
845,972,signup,2021-01-09,,Free,0.0,0.0,0.0,JP,social_ad
846,972,upgrade,2021-02-16,Free,Premium,0.0,9.99,9.99,JP,social_ad
847,710,signup,2021-06-18,,Premium,0.0,9.99,9.99,US,organic
848,710,retention,2021-10-02,Premium,Premium,9.99,9.99,0.0,US,content_launch
849,710,retention,2021-10-30,Premium,Premium,9.99,9.99,0.0,US,retention_email
850,710,retention,2021-11-15,Premium,Premium,9.99,9.99,0.0,US,price_promo
851,710,churn,2022-02-27,Premium,Free,9.99,0.0,-9.99,US,retention_email
852,710,upgrade,2022-04-27,Free,Premium,0.0,9.99,9.99,US,reconciliation
853,622,signup,2024-11-21,,Premium,0.0,9.99,9.99,JP,organic
854,622,downgrade,2024-12-31,Premium,Free,9.99,0.0,-9.99,JP,reconciliation
855,767,signup,2024-09-08,,Free,0.0,0.0,0.0,JP,paid_search
856,767,upgrade,2024-11-23,Free,Premium,0.0,9.99,9.99,JP,paid_search
857,767,downgrade,2024-12-31,Premium,Free,9.99,0.0,-9.99,JP,reconciliation
858,671,signup,2022-04-20,,Free,0.0,0.0,0.0,SE,referral
859,671,churn,2022-05-13,Free,Free,0.0,0.0,0.0,SE,referral
860,671,retention,2022-08-17,Free,Free,0.0,0.0,0.0,SE,organic
861,671,churn,2022-11-07,Free,Free,0.0,0.0,0.0,SE,paid_search
862,134,signup,2022-01-13,,Premium,0.0,9.99,9.99,AU,organic
863,134,retention,2022-05-25,Premium,Premium,9.99,9.99,0.0,AU,social_ad
864,455,signup,2022-09-30,,Free,0.0,0.0,0.0,US,organic
865,455,retention,2023-01-29,Free,Free,0.0,0.0,0.0,US,price_promo
866,455,upgrade,2023-04-21,Free,Family,0.0,14.99,14.99,US,billing_failure
867,455,downgrade,2023-05-06,Family,Free,14.99,0.0,-14.99,US,reconciliation
868,889,signup,2023-10-05,,Free,0.0,0.0,0.0,US,organic
869,889,upgrade,2024-02-13,Free,Premium,0.0,9.99,9.99,US,retention_email
870,889,churn,2024-04-16,Premium,Free,9.99,0.0,-9.99,US,paid_search
871,889,upgrade,2024-06-12,Free,Family,0.0,14.99,14.99,US,reconciliation
872,288,signup,2022-06-05,,Free,0.0,0.0,0.0,CA,organic
873,288,churn,2022-09-19,Free,Free,0.0,0.0,0.0,CA,price_promo
874,288,churn,2022-11-04,Free,Free,0.0,0.0,0.0,CA,retention_email
875,288,churn,2022-11-28,Free,Free,0.0,0.0,0.0,CA,social_ad
876,288,churn,2023-01-30,Free,Free,0.0,0.0,0.0,CA,billing_failure
877,973,signup,2021-04-09,,Free,0.0,0.0,0.0,GB,podcast_ad
878,973,churn,2021-07-01,Free,Free,0.0,0.0,0.0,GB,content_launch
879,973,churn,2021-09-01,Free,Free,0.0,0.0,0.0,GB,organic
880,973,upgrade,2021-10-02,Free,Premium,0.0,9.99,9.99,GB,content_launch
881,973,upgrade,2022-02-13,Premium,Family,9.99,14.99,5.0,GB,reconciliation
882,331,signup,2022-01-16,,Free,0.0,0.0,0.0,CA,organic
883,331,upgrade,2022-05-01,Free,Family,0.0,14.99,14.99,CA,billing_failure
884,331,retention,2022-06-04,Family,Family,14.99,14.99,0.0,CA,content_launch
885,331,downgrade,2022-08-22,Family,Free,14.99,0.0,-14.99,CA,reconciliation
886,618,signup,2021-08-26,,Premium,0.0,9.99,9.99,US,paid_search
887,618,churn,2021-12-09,Premium,Free,9.99,0.0,-9.99,US,organic
888,618,churn,2022-04-28,Free,Free,0.0,0.0,0.0,US,social_ad
889,618,upgrade,2022-06-19,Free,Family,0.0,14.99,14.99,US,reconciliation
890,229,signup,2023-02-08,,Free,0.0,0.0,0.0,JP,social_ad
891,229,churn,2023-03-08,Free,Free,0.0,0.0,0.0,JP,price_promo
892,229,retention,2023-04-01,Free,Free,0.0,0.0,0.0,JP,referral
893,229,churn,2023-09-28,Free,Free,0.0,0.0,0.0,BR,retention_email
894,229,upgrade,2023-12-10,Free,Premium,0.0,9.99,9.99,JP,reconciliation
895,662,signup,2022-01-31,,Free,0.0,0.0,0.0,GB,paid_search
896,662,churn,2022-10-11,Free,Free,0.0,0.0,0.0,GB,referral
897,662,churn,2022-11-18,Free,Free,0.0,0.0,0.0,GB,content_launch
898,662,churn,2023-12-01,Free,Free,0.0,0.0,0.0,GB,organic
899,662,upgrade,2024-01-08,Free,Premium,0.0,9.99,9.99,GB,reconciliation
900,284,signup,2023-03-20,,Premium,0.0,9.99,9.99,DE,referral
901,284,retention,2023-12-07,Premium,Premium,9.99,9.99,0.0,DE,billing_failure
902,284,retention,2024-01-01,Premium,Premium,9.99,9.99,0.0,DE,content_launch
903,284,retention,2024-02-02,Premium,Premium,9.99,9.99,0.0,DE,content_launch
904,284,upgrade,2024-06-15,Premium,Family,9.99,14.99,5.0,DE,reconciliation
905,879,signup,2022-12-21,,Free,0.0,0.0,0.0,GB,organic
906,879,upgrade,2023-06-12,Free,Premium,0.0,9.99,9.99,GB,price_promo
907,879,upgrade,2023-12-01,Premium,Family,9.99,14.99,5.0,GB,reconciliation
908,871,signup,2024-03-08,,Family,0.0,14.99,14.99,ZA,paid_search
909,871,retention,2024-04-01,Family,Family,14.99,14.99,0.0,ZA,retention_email
910,303,signup,2024-10-27,,Premium,0.0,9.99,9.99,US,referral
911,303,downgrade,2024-11-20,Premium,Free,9.99,0.0,-9.99,US,reconciliation
912,560,signup,2021-07-10,,Free,0.0,0.0,0.0,GB,organic
913,560,upgrade,2021-09-11,Free,Premium,0.0,9.99,9.99,GB,price_promo
914,560,retention,2021-12-31,Premium,Premium,9.99,9.99,0.0,GB,organic
915,560,churn,2022-10-02,Premium,Free,9.99,0.0,-9.99,GB,price_promo
916,560,upgrade,2023-12-31,Free,Premium,0.0,9.99,9.99,AU,price_promo
917,333,signup,2024-07-14,,Free,0.0,0.0,0.0,FR,referral
918,333,upgrade,2024-12-31,Free,Family,0.0,14.99,14.99,FR,reconciliation
919,345,signup,2023-10-27,,Free,0.0,0.0,0.0,ZA,podcast_ad
920,345,upgrade,2024-01-18,Free,Premium,0.0,9.99,9.99,FR,organic
921,345,churn,2024-04-24,Premium,Free,9.99,0.0,-9.99,ZA,price_promo
922,345,retention,2024-06-13,Free,Free,0.0,0.0,0.0,ZA,billing_failure
923,345,upgrade,2024-07-11,Free,Premium,0.0,9.99,9.99,ZA,reconciliation
924,293,signup,2022-07-01,,Family,0.0,14.99,14.99,US,paid_search
925,293,retention,2022-07-24,Family,Family,14.99,14.99,0.0,US,billing_failure
926,293,churn,2022-08-11,Family,Free,14.99,0.0,-14.99,US,organic
927,293,upgrade,2022-12-01,Free,Premium,0.0,9.99,9.99,US,reconciliation
928,149,signup,2022-05-18,,Premium,0.0,9.99,9.99,FR,referral
929,149,downgrade,2022-12-03,Premium,Free,9.99,0.0,-9.99,FR,referral
930,149,churn,2023-11-04,Free,Free,0.0,0.0,0.0,FR,billing_failure
931,149,retention,2024-04-14,Free,Free,0.0,0.0,0.0,FR,organic
932,149,upgrade,2024-08-06,Free,Family,0.0,14.99,14.99,FR,social_ad
933,149,retention,2024-08-26,Family,Family,14.99,14.99,0.0,FR,organic
934,149,downgrade,2024-12-31,Family,Free,14.99,0.0,-14.99,FR,reconciliation
935,259,signup,2021-01-09,,Free,0.0,0.0,0.0,GB,social_ad
936,259,churn,2021-04-22,Free,Free,0.0,0.0,0.0,GB,referral
937,259,retention,2021-06-30,Free,Free,0.0,0.0,0.0,GB,referral
938,259,upgrade,2021-07-27,Free,Premium,0.0,9.99,9.99,GB,content_launch
939,930,signup,2024-12-05,,Free,0.0,0.0,0.0,AU,podcast_ad
940,930,upgrade,2024-12-31,Free,Premium,0.0,9.99,9.99,AU,reconciliation
941,364,signup,2022-08-11,,Free,0.0,0.0,0.0,SE,organic
942,364,churn,2022-09-18,Free,Free,0.0,0.0,0.0,SE,billing_failure
943,364,upgrade,2022-11-30,Free,Premium,0.0,9.99,9.99,US,content_launch
944,364,upgrade,2023-04-03,Premium,Family,9.99,14.99,5.0,SE,reconciliation
945,268,signup,2021-09-11,,Free,0.0,0.0,0.0,FR,referral
946,268,upgrade,2022-01-25,Free,Premium,0.0,9.99,9.99,FR,retention_email
947,268,churn,2022-11-20,Premium,Free,9.99,0.0,-9.99,FR,social_ad
948,268,retention,2023-01-17,Free,Free,0.0,0.0,0.0,FR,retention_email
949,268,upgrade,2024-05-13,Free,Premium,0.0,9.99,9.99,FR,price_promo
950,268,upgrade,2024-06-20,Premium,Family,9.99,14.99,5.0,FR,organic
951,268,retention,2024-07-18,Family,Family,14.99,14.99,0.0,CA,content_launch
952,268,downgrade,2024-09-13,Family,Free,14.99,0.0,-14.99,FR,reconciliation
953,925,signup,2023-01-21,,Free,0.0,0.0,0.0,SE,social_ad
954,925,upgrade,2023-02-24,Free,Premium,0.0,9.99,9.99,SE,referral
955,925,retention,2023-04-07,Premium,Premium,9.99,9.99,0.0,SE,social_ad
956,925,downgrade,2023-07-11,Premium,Free,9.99,0.0,-9.99,GB,price_promo
957,925,upgrade,2023-08-18,Free,Premium,0.0,9.99,9.99,SE,reconciliation
958,756,signup,2023-08-20,,Free,0.0,0.0,0.0,US,social_ad
959,756,churn,2024-03-24,Free,Free,0.0,0.0,0.0,US,paid_search
960,756,upgrade,2024-04-18,Free,Premium,0.0,9.99,9.99,US,social_ad
961,756,downgrade,2024-06-09,Premium,Free,9.99,0.0,-9.99,US,social_ad
962,247,signup,2023-05-29,,Free,0.0,0.0,0.0,US,referral
963,247,retention,2023-07-31,Free,Free,0.0,0.0,0.0,US,referral
964,247,upgrade,2023-12-13,Free,Premium,0.0,9.99,9.99,US,reconciliation
965,617,signup,2024-04-05,,Free,0.0,0.0,0.0,US,paid_search
966,870,signup,2023-10-06,,Family,0.0,14.99,14.99,BR,organic
967,870,churn,2023-12-02,Family,Free,14.99,0.0,-14.99,BR,retention_email
968,870,upgrade,2024-01-13,Free,Premium,0.0,9.99,9.99,BR,organic
969,870,retention,2024-10-20,Premium,Premium,9.99,9.99,0.0,BR,billing_failure
970,870,churn,2024-12-27,Premium,Free,9.99,0.0,-9.99,BR,referral
971,156,signup,2023-11-11,,Free,0.0,0.0,0.0,ZA,social_ad
972,156,upgrade,2023-12-01,Free,Family,0.0,14.99,14.99,CA,paid_search
973,156,retention,2024-05-24,Family,Family,14.99,14.99,0.0,ZA,organic
974,156,downgrade,2024-08-17,Family,Free,14.99,0.0,-14.99,ZA,reconciliation
975,194,signup,2021-10-13,,Free,0.0,0.0,0.0,US,referral
976,194,upgrade,2021-11-20,Free,Premium,0.0,9.99,9.99,US,price_promo
977,194,downgrade,2022-07-23,Premium,Free,9.99,0.0,-9.99,US,reconciliation
978,569,signup,2021-11-09,,Free,0.0,0.0,0.0,CA,social_ad
979,569,retention,2022-05-05,Free,Free,0.0,0.0,0.0,CA,organic
980,569,upgrade,2022-06-14,Free,Family,0.0,14.99,14.99,CA,reconciliation
981,880,signup,2021-10-17,,Premium,0.0,9.99,9.99,JP,referral
982,880,retention,2021-11-13,Premium,Premium,9.99,9.99,0.0,JP,paid_search
983,880,retention,2021-12-29,Premium,Premium,9.99,9.99,0.0,GB,content_launch
984,880,churn,2022-07-21,Premium,Free,9.99,0.0,-9.99,JP,organic
985,880,upgrade,2022-09-13,Free,Family,0.0,14.99,14.99,JP,organic
986,148,signup,2021-07-18,,Free,0.0,0.0,0.0,JP,organic
987,148,churn,2021-10-11,Free,Free,0.0,0.0,0.0,JP,social_ad
988,148,upgrade,2023-03-10,Free,Premium,0.0,9.99,9.99,AU,social_ad
989,148,upgrade,2023-06-19,Premium,Family,9.99,14.99,5.0,JP,reconciliation
990,813,signup,2023-08-21,,Free,0.0,0.0,0.0,ZA,social_ad
991,813,upgrade,2024-03-02,Free,Premium,0.0,9.99,9.99,SE,content_launch
992,813,retention,2024-11-03,Premium,Premium,9.99,9.99,0.0,ZA,billing_failure
993,685,signup,2021-02-09,,Free,0.0,0.0,0.0,BR,podcast_ad
994,685,upgrade,2021-08-03,Free,Premium,0.0,9.99,9.99,BR,organic
995,685,upgrade,2021-09-24,Premium,Family,9.99,14.99,5.0,BR,reconciliation
996,346,signup,2021-10-08,,Free,0.0,0.0,0.0,SE,paid_search
997,346,upgrade,2022-03-14,Free,Premium,0.0,9.99,9.99,SE,referral
998,346,retention,2022-05-25,Premium,Premium,9.99,9.99,0.0,SE,billing_failure
999,346,downgrade,2022-10-13,Premium,Free,9.99,0.0,-9.99,SE,reconciliation
1000,863,signup,2024-12-14,,Free,0.0,0.0,0.0,GB,social_ad
1001,326,signup,2021-11-21,,Free,0.0,0.0,0.0,US,social_ad
1002,326,upgrade,2022-06-25,Free,Premium,0.0,9.99,9.99,US,organic
1003,326,churn,2023-04-25,Premium,Free,9.99,0.0,-9.99,US,social_ad
1004,326,upgrade,2023-05-23,Free,Family,0.0,14.99,14.99,US,billing_failure
1005,326,downgrade,2023-06-20,Family,Premium,14.99,9.99,-5.0,US,reconciliation
1006,4,signup,2021-10-15,,Premium,0.0,9.99,9.99,BR,organic
1007,4,retention,2022-07-14,Premium,Premium,9.99,9.99,0.0,BR,content_launch
1008,4,upgrade,2022-11-06,Premium,Family,9.99,14.99,5.0,BR,organic
1009,4,downgrade,2023-03-02,Family,Free,14.99,0.0,-14.99,BR,reconciliation
1010,107,signup,2023-06-04,,Free,0.0,0.0,0.0,US,organic
1011,107,retention,2023-06-27,Free,Free,0.0,0.0,0.0,US,referral
1012,107,upgrade,2023-10-25,Free,Premium,0.0,9.99,9.99,US,reconciliation
1013,597,signup,2022-06-17,,Free,0.0,0.0,0.0,BR,organic
1014,597,churn,2023-01-11,Free,Free,0.0,0.0,0.0,BR,social_ad
1015,597,upgrade,2023-05-25,Free,Family,0.0,14.99,14.99,BR,reconciliation
1016,677,signup,2023-07-03,,Free,0.0,0.0,0.0,BR,social_ad
1017,677,churn,2024-02-13,Free,Free,0.0,0.0,0.0,BR,content_launch
1018,677,upgrade,2024-12-26,Free,Premium,0.0,9.99,9.99,BR,social_ad
1019,677,downgrade,2024-12-31,Premium,Free,9.99,0.0,-9.99,BR,reconciliation
1020,231,signup,2022-12-05,,Premium,0.0,9.99,9.99,SE,social_ad
1021,231,churn,2023-03-07,Premium,Free,9.99,0.0,-9.99,SE,content_launch
1022,231,upgrade,2023-04-07,Free,Premium,0.0,9.99,9.99,SE,reconciliation
1023,851,signup,2024-05-20,,Free,0.0,0.0,0.0,BR,organic
1024,851,upgrade,2024-07-03,Free,Premium,0.0,9.99,9.99,BR,social_ad
1025,851,downgrade,2024-10-27,Premium,Free,9.99,0.0,-9.99,BR,reconciliation
1026,723,signup,2023-04-11,,Free,0.0,0.0,0.0,SE,podcast_ad
1027,723,retention,2023-05-05,Free,Free,0.0,0.0,0.0,SE,paid_search
1028,723,upgrade,2023-06-30,Free,Family,0.0,14.99,14.99,SE,reconciliation
1029,698,signup,2024-04-12,,Free,0.0,0.0,0.0,DE,referral
1030,698,upgrade,2024-12-13,Free,Family,0.0,14.99,14.99,DE,reconciliation
1031,544,signup,2022-11-11,,Free,0.0,0.0,0.0,DE,organic
1032,544,upgrade,2023-01-30,Free,Family,0.0,14.99,14.99,DE,social_ad
1033,544,churn,2023-03-18,Family,Free,14.99,0.0,-14.99,DE,organic
1034,384,signup,2024-12-12,,Free,0.0,0.0,0.0,DE,social_ad
1035,595,signup,2024-07-07,,Free,0.0,0.0,0.0,SE,paid_search
1036,595,retention,2024-10-04,Free,Free,0.0,0.0,0.0,SE,content_launch
1037,324,signup,2021-10-15,,Free,0.0,0.0,0.0,GB,organic
1038,324,upgrade,2021-11-24,Free,Premium,0.0,9.99,9.99,GB,social_ad
1039,324,retention,2022-03-21,Premium,Premium,9.99,9.99,0.0,GB,referral
1040,953,signup,2024-02-23,,Free,0.0,0.0,0.0,BR,social_ad
1041,953,upgrade,2024-11-07,Free,Premium,0.0,9.99,9.99,BR,reconciliation
1042,717,signup,2023-05-28,,Free,0.0,0.0,0.0,JP,social_ad
1043,717,churn,2023-07-02,Free,Free,0.0,0.0,0.0,JP,social_ad
1044,717,retention,2024-10-24,Free,Free,0.0,0.0,0.0,JP,paid_search
1045,717,upgrade,2024-12-22,Free,Premium,0.0,9.99,9.99,JP,reconciliation
1046,448,signup,2024-05-30,,Family,0.0,14.99,14.99,CA,social_ad
1047,448,downgrade,2024-10-10,Family,Premium,14.99,9.99,-5.0,CA,social_ad
1048,208,signup,2023-02-25,,Free,0.0,0.0,0.0,DE,podcast_ad
1049,208,upgrade,2023-03-21,Free,Premium,0.0,9.99,9.99,DE,paid_search
1050,208,retention,2023-04-25,Premium,Premium,9.99,9.99,0.0,DE,content_launch
1051,208,retention,2023-05-30,Premium,Premium,9.99,9.99,0.0,DE,paid_search
1052,208,retention,2023-09-10,Premium,Premium,9.99,9.99,0.0,DE,referral
1053,208,retention,2023-11-08,Premium,Premium,9.99,9.99,0.0,DE,paid_search
1054,208,churn,2024-09-30,Premium,Free,9.99,0.0,-9.99,DE,organic
1055,69,signup,2022-10-17,,Premium,0.0,9.99,9.99,US,social_ad
1056,69,retention,2022-11-16,Premium,Premium,9.99,9.99,0.0,US,retention_email
1057,69,retention,2023-01-14,Premium,Premium,9.99,9.99,0.0,US,price_promo
1058,69,downgrade,2023-06-14,Premium,Free,9.99,0.0,-9.99,US,reconciliation
1059,294,signup,2024-08-18,,Free,0.0,0.0,0.0,CA,paid_search
1060,490,signup,2021-03-16,,Free,0.0,0.0,0.0,ZA,paid_search
1061,490,churn,2021-06-22,Free,Free,0.0,0.0,0.0,ZA,paid_search
1062,490,churn,2021-07-11,Free,Free,0.0,0.0,0.0,ZA,social_ad
1063,490,churn,2022-05-15,Free,Free,0.0,0.0,0.0,ZA,social_ad
1064,490,upgrade,2022-09-05,Free,Family,0.0,14.99,14.99,ZA,paid_search
1065,490,retention,2023-04-24,Family,Family,14.99,14.99,0.0,ZA,content_launch
1066,490,downgrade,2023-07-09,Family,Premium,14.99,9.99,-5.0,ZA,reconciliation
1067,942,signup,2024-07-14,,Free,0.0,0.0,0.0,GB,organic
1068,942,churn,2024-08-10,Free,Free,0.0,0.0,0.0,GB,organic
1069,942,churn,2024-09-11,Free,Free,0.0,0.0,0.0,GB,social_ad
1070,614,signup,2024-04-21,,Family,0.0,14.99,14.99,ZA,organic
1071,614,churn,2024-07-29,Family,Free,14.99,0.0,-14.99,ZA,referral
1072,614,upgrade,2024-12-22,Free,Premium,0.0,9.99,9.99,ZA,social_ad
1073,411,signup,2023-03-10,,Premium,0.0,9.99,9.99,FR,social_ad
1074,411,retention,2023-09-17,Premium,Premium,9.99,9.99,0.0,FR,organic
1075,411,churn,2023-10-16,Premium,Free,9.99,0.0,-9.99,FR,billing_failure
1076,411,upgrade,2023-12-10,Free,Family,0.0,14.99,14.99,FR,reconciliation
1077,791,signup,2021-03-21,,Free,0.0,0.0,0.0,JP,social_ad
1078,791,upgrade,2021-08-27,Free,Premium,0.0,9.99,9.99,JP,social_ad
1079,791,downgrade,2022-01-26,Premium,Free,9.99,0.0,-9.99,JP,retention_email
1080,791,churn,2022-10-18,Free,Free,0.0,0.0,0.0,JP,organic
1081,791,upgrade,2022-12-28,Free,Family,0.0,14.99,14.99,JP,reconciliation
1082,276,signup,2022-04-13,,Free,0.0,0.0,0.0,SE,organic
1083,276,upgrade,2022-08-16,Free,Premium,0.0,9.99,9.99,SE,content_launch
1084,276,churn,2022-12-22,Premium,Free,9.99,0.0,-9.99,SE,content_launch
1085,276,retention,2023-02-21,Free,Free,0.0,0.0,0.0,SE,referral
1086,276,upgrade,2023-09-17,Free,Premium,0.0,9.99,9.99,DE,content_launch
1087,585,signup,2023-07-08,,Family,0.0,14.99,14.99,DE,social_ad
1088,585,retention,2023-09-24,Family,Family,14.99,14.99,0.0,DE,billing_failure
1089,585,retention,2023-10-14,Family,Family,14.99,14.99,0.0,DE,social_ad
1090,585,downgrade,2024-07-27,Family,Premium,14.99,9.99,-5.0,DE,referral
1091,585,upgrade,2024-11-18,Premium,Family,9.99,14.99,5.0,DE,reconciliation
1092,9,signup,2022-06-07,,Free,0.0,0.0,0.0,BR,organic
1093,9,churn,2022-07-26,Free,Free,0.0,0.0,0.0,US,social_ad
1094,9,upgrade,2022-11-22,Free,Family,0.0,14.99,14.99,BR,reconciliation
1095,242,signup,2021-01-31,,Free,0.0,0.0,0.0,DE,referral
1096,242,upgrade,2022-03-18,Free,Family,0.0,14.99,14.99,DE,content_launch
1097,242,downgrade,2022-04-02,Family,Free,14.99,0.0,-14.99,DE,price_promo
1098,242,upgrade,2022-05-21,Free,Premium,0.0,9.99,9.99,DE,content_launch
1099,242,retention,2023-12-27,Premium,Premium,9.99,9.99,0.0,DE,price_promo
1100,242,downgrade,2024-05-28,Premium,Free,9.99,0.0,-9.99,DE,reconciliation
1101,678,signup,2023-11-03,,Free,0.0,0.0,0.0,CA,organic
1102,678,upgrade,2024-02-12,Free,Premium,0.0,9.99,9.99,CA,retention_email
1103,34,signup,2022-07-27,,Free,0.0,0.0,0.0,JP,organic
1104,34,churn,2022-11-14,Free,Free,0.0,0.0,0.0,JP,paid_search
1105,34,upgrade,2022-12-03,Free,Premium,0.0,9.99,9.99,JP,paid_search
1106,34,retention,2023-02-21,Premium,Premium,9.99,9.99,0.0,JP,retention_email
1107,34,upgrade,2023-04-28,Premium,Family,9.99,14.99,5.0,JP,reconciliation
1108,414,signup,2023-08-17,,Free,0.0,0.0,0.0,CA,referral
1109,414,upgrade,2023-10-13,Free,Premium,0.0,9.99,9.99,CA,billing_failure
1110,414,churn,2023-11-11,Premium,Free,9.99,0.0,-9.99,CA,social_ad
1111,414,retention,2024-02-03,Free,Free,0.0,0.0,0.0,CA,referral
1112,414,retention,2024-11-21,Free,Free,0.0,0.0,0.0,CA,content_launch
1113,180,signup,2023-06-13,,Free,0.0,0.0,0.0,FR,organic
1114,180,upgrade,2023-07-04,Free,Premium,0.0,9.99,9.99,FR,organic
1115,180,retention,2023-09-02,Premium,Premium,9.99,9.99,0.0,FR,retention_email
1116,180,upgrade,2024-01-17,Premium,Family,9.99,14.99,5.0,FR,content_launch
1117,180,downgrade,2024-03-15,Family,Premium,14.99,9.99,-5.0,FR,content_launch
